Date : 2025-06-10 00:16:41
Directory : e:\dowload 2\MyGameMPFE\mygamefe
Total : 515 files,  54170 codes, 943 comments, 4296 blanks, all 59409 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Image.ts                                                     | TypeScript         |         26 |          3 |          3 |         32 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\JobLevel.ts                                                  | TypeScript         |          9 |          0 |          3 |         12 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\JobTitle.ts                                                  | TypeScript         |          9 |          0 |          3 |         12 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\JobType.ts                                                   | TypeScript         |          9 |          0 |          3 |         12 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Message.ts                                                   | TypeScript         |         18 |          0 |          4 |         22 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Notification.ts                                              | TypeScript         |         28 |          0 |          4 |         32 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Office.ts                                                    | TypeScript         |         12 |          0 |          3 |         15 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Order.ts                                                     | TypeScript         |         48 |          0 |          3 |         51 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\OrderCancellationReason.ts                                   | TypeScript         |         11 |          0 |          3 |         14 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\OrderResource.ts                                             | TypeScript         |         16 |          0 |          3 |         19 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\OrderVariant.ts                                              | TypeScript         |         32 |          0 |          6 |         38 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\PaymentMethod.ts                                             | TypeScript         |         13 |          0 |          4 |         17 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Product.ts                                                   | TypeScript         |         79 |          0 |          8 |         87 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\ProductInventory.ts                                          | TypeScript         |         19 |          0 |          3 |         22 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Promotion.ts                                                 | TypeScript         |         22 |          0 |          4 |         26 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Property.ts                                                  | TypeScript         |         13 |          0 |          3 |         16 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Province.ts                                                  | TypeScript         |          9 |          0 |          3 |         12 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\PurchaseOrder.ts                                             | TypeScript         |         34 |          0 |          5 |         39 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\PurchaseOrderVariant.ts                                      | TypeScript         |         32 |          0 |          6 |         38 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Review.ts                                                    | TypeScript         |         26 |          0 |          5 |         31 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\RewardStrategy.ts                                            | TypeScript         |         15 |          0 |          4 |         19 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Role.ts                                                      | TypeScript         |         11 |          0 |          3 |         14 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Room.ts                                                      | TypeScript         |         17 |          0 |          4 |         21 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Specification.ts                                             | TypeScript         |         13 |          0 |          3 |         16 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Statistic.ts                                                 | TypeScript         |         18 |          0 |          2 |         20 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Supplier.ts                                                  | TypeScript         |         36 |          0 |          3 |         39 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Tag.ts                                                       | TypeScript         |         11 |          0 |          3 |         14 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Transfer.ts                                                  | TypeScript         |         14 |          0 |          3 |         17 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Unit.ts                                                      | TypeScript         |          9 |          0 |          3 |         12 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\User.ts                                                      | TypeScript         |         32 |          0 |          4 |         36 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Variant.ts                                                   | TypeScript         |         29 |          0 |          5 |         34 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\VariantInventory.ts                                          | TypeScript         |         25 |          0 |          4 |         29 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Ward.ts                                                      | TypeScript         |         12 |          0 |          3 |         15 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Warehouse.ts                                                 | TypeScript         |         14 |          0 |          3 |         17 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\models\Waybill.ts                                                   | TypeScript         |         33 |          0 |          4 |         37 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\Admin.tsx                                                     | TypeScript JSX     |         31 |          0 |          6 |         37 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\AdminDashboard.tsx                                            | TypeScript JSX     |        234 |          0 |         21 |        255 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\Client.tsx                                                    | TypeScript JSX     |         80 |          1 |         11 |         92 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\PageConfigs.ts                                                | TypeScript         |        104 |          0 |          9 |        113 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\address\AddressConfigs.ts                                     | TypeScript         |         78 |          0 |          8 |         86 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\address\AddressCreate.tsx                                     | TypeScript JSX     |         62 |          0 |          8 |         70 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\address\AddressCreate.vm.ts                                   | TypeScript         |         56 |          0 |          7 |         63 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\address\AddressManage.tsx                                     | TypeScript JSX     |        120 |          0 |         12 |        132 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\address\AddressUpdate.tsx                                     | TypeScript JSX     |         74 |          0 |          9 |         83 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\address\AddressUpdate.vm.ts                                   | TypeScript         |         76 |          0 |          7 |         83 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\address\index.ts                                              | TypeScript         |          4 |          0 |          2 |          6 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\admin-account\AdminAccount.tsx                                | TypeScript JSX     |         79 |          0 |         14 |         93 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\admin-account\index.ts                                        | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\admin-notification\AdminNotification.tsx                      | TypeScript JSX     |         15 |          0 |          4 |         19 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\admin-notification\index.ts                                   | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\admin-signin\AdminSignin.tsx                                  | TypeScript JSX     |         97 |          0 |         18 |        115 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\admin-signin\index.ts                                         | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\brand\BrandConfigs.ts                                         | TypeScript         |         53 |          0 |          8 |         61 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\brand\BrandCreate.tsx                                         | TypeScript JSX     |         64 |          0 |          8 |         72 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\brand\BrandCreate.vm.ts                                       | TypeScript         |         37 |          0 |          7 |         44 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\brand\BrandManage.tsx                                         | TypeScript JSX     |        118 |          0 |         14 |        132 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\brand\BrandUpdate.tsx                                         | TypeScript JSX     |         76 |          0 |          9 |         85 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\brand\BrandUpdate.vm.ts                                       | TypeScript         |         59 |          0 |          8 |         67 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\brand\index.ts                                                | TypeScript         |          4 |          0 |          2 |          6 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\category\CategoryConfigs.ts                                   | TypeScript         |         75 |          0 |          8 |         83 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\category\CategoryCreate.tsx                                   | TypeScript JSX     |         81 |          0 |          8 |         89 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\category\CategoryCreate.vm.ts                                 | TypeScript         |         57 |          0 |          8 |         65 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\category\CategoryManage.tsx                                   | TypeScript JSX     |        135 |          0 |         14 |        149 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\category\CategoryUpdate.tsx                                   | TypeScript JSX     |         93 |          0 |          9 |        102 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\category\CategoryUpdate.vm.ts                                 | TypeScript         |         81 |          0 |          8 |         89 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\category\index.ts                                             | TypeScript         |          4 |          0 |          2 |          6 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\chat\ChatDashboard.tsx                                        | TypeScript JSX     |        165 |          0 |         18 |        183 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\chat\index.ts                                                 | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-all-categories\ClientAllCategories.tsx                 | TypeScript JSX     |        125 |          1 |         12 |        138 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-all-categories\index.ts                                | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-cart\ClientCart.tsx                                    | TypeScript JSX     |        651 |          0 |         63 |        714 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-cart\index.ts                                          | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-category\ClientCategory.tsx                            | TypeScript JSX     |        271 |          6 |         35 |        312 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-category\ClientCategoryProducts.tsx                    | TypeScript JSX     |        109 |          0 |         15 |        124 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-category\ClientCategorySkeleton.tsx                    | TypeScript JSX     |         16 |          0 |          3 |         19 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-category\index.ts                                      | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-chat\ClientChat.tsx                                    | TypeScript JSX     |        270 |          0 |         30 |        300 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-chat\index.ts                                          | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-forgot-password\ClientChangePassword.tsx               | TypeScript JSX     |         95 |          0 |         14 |        109 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-forgot-password\ClientForgotPassword.tsx               | TypeScript JSX     |         66 |          0 |         11 |         77 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-forgot-password\index.ts                               | TypeScript         |          3 |          0 |          2 |          5 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-home\ClientHome.tsx                                    | TypeScript JSX     |         24 |          0 |          5 |         29 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-home\ClientHomeBanner.tsx                              | TypeScript JSX     |        101 |         27 |          6 |        134 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-home\ClientHomeFeaturedCategories.tsx                  | TypeScript JSX     |         12 |         41 |          5 |         58 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-home\ClientHomeLatestProducts.tsx                      | TypeScript JSX     |         78 |          3 |         12 |         93 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-home\ClientHomeNewsletter.tsx                          | TypeScript JSX     |         79 |          2 |         10 |         91 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-home\index.ts                                          | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-notification\ClientNotification.tsx                    | TypeScript JSX     |        269 |          0 |         31 |        300 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-notification\index.ts                                  | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-order-detail\ClientOrderDetail.tsx                     | TypeScript JSX     |        567 |          8 |         52 |        627 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-order-detail\index.ts                                  | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-order\ClientOrder.tsx                                  | TypeScript JSX     |        230 |          0 |         27 |        257 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-order\index.ts                                         | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-payment-cancel\ClientPaymentCancel.tsx                 | TypeScript JSX     |         25 |          3 |          6 |         34 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-payment-cancel\index.ts                                | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-payment-success\ClientPaymentSuccess.tsx               | TypeScript JSX     |         25 |          3 |          6 |         34 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-payment-success\index.ts                               | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-preorder\ClientPreorder.tsx                            | TypeScript JSX     |        271 |          0 |         30 |        301 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-preorder\index.ts                                      | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-product\ClientProduct.tsx                              | TypeScript JSX     |         71 |          0 |         15 |         86 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-product\ClientProductDescription.tsx                   | TypeScript JSX     |         19 |          0 |          4 |         23 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-product\ClientProductIntro.tsx                         | TypeScript JSX     |        322 |          5 |         23 |        350 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-product\ClientProductRelatedProducts.tsx               | TypeScript JSX     |         26 |          0 |          4 |         30 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-product\ClientProductReviews.tsx                       | TypeScript JSX     |        154 |          0 |         16 |        170 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-product\ClientProductSpecification.tsx                 | TypeScript JSX     |         43 |          0 |          5 |         48 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-product\index.ts                                       | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-review\ClientReview.tsx                                | TypeScript JSX     |        287 |          1 |         32 |        320 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-review\index.ts                                        | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-reward\ClientReward.tsx                                | TypeScript JSX     |        146 |          0 |         20 |        166 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-reward\index.ts                                        | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-search\ClientSearch.tsx                                | TypeScript JSX     |        151 |          0 |         17 |        168 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-search\index.ts                                        | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-setting-email\ClientSettingEmail.tsx                   | TypeScript JSX     |         88 |          0 |         12 |        100 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-setting-email\index.ts                                 | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-setting-password\ClientSettingPassword.tsx             | TypeScript JSX     |        108 |          0 |         11 |        119 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-setting-password\index.ts                              | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-setting-personal\ClientSettingPersonal.tsx             | TypeScript JSX     |        210 |          1 |         16 |        227 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-setting-personal\index.ts                              | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-setting-phone\ClientSettingPhone.tsx                   | TypeScript JSX     |         88 |          1 |         12 |        101 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-setting-phone\index.ts                                 | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-setting\ClientSetting.tsx                              | TypeScript JSX     |        106 |          0 |          9 |        115 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-setting\index.ts                                       | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-signin\ClientSignin.tsx                                | TypeScript JSX     |        182 |          8 |         27 |        217 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-signin\index.ts                                        | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-signup\ClientSignup.tsx                                | TypeScript JSX     |        485 |          1 |         48 |        534 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-signup\index.ts                                        | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-user\ClientUser.tsx                                    | TypeScript JSX     |        147 |          0 |         16 |        163 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-user\index.ts                                          | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-wishlist\ClientWishlist.tsx                            | TypeScript JSX     |        197 |          0 |         24 |        221 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\client-wishlist\index.ts                                      | TypeScript         |          2 |          0 |          2 |          4 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\count\CountConfigs.ts                                         | TypeScript         |         63 |          0 |          8 |         71 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\count\CountCreate.tsx                                         | TypeScript JSX     |         97 |          0 |          9 |        106 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\count\CountCreate.vm.ts                                       | TypeScript         |        110 |          0 |         14 |        124 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\count\CountManage.tsx                                         | TypeScript JSX     |        131 |          0 |         13 |        144 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\count\CountUpdate.tsx                                         | TypeScript JSX     |        109 |          0 |         10 |        119 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\count\CountUpdate.vm.ts                                       | TypeScript         |        149 |          0 |         18 |        167 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\count\index.ts                                                | TypeScript         |          4 |          0 |          2 |          6 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-group\CustomerGroupConfigs.ts                        | TypeScript         |         60 |          0 |          8 |         68 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-group\CustomerGroupCreate.tsx                        | TypeScript JSX     |         73 |          0 |          8 |         81 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-group\CustomerGroupCreate.vm.ts                      | TypeScript         |         38 |          0 |          7 |         45 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-group\CustomerGroupManage.tsx                        | TypeScript JSX     |        131 |          0 |         14 |        145 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-group\CustomerGroupUpdate.tsx                        | TypeScript JSX     |         85 |          0 |          9 |         94 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-group\CustomerGroupUpdate.vm.ts                      | TypeScript         |         61 |          0 |          8 |         69 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-group\index.ts                                       | TypeScript         |          4 |          0 |          2 |          6 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-resource\CustomerResourceConfigs.ts                  | TypeScript         |         60 |          0 |          8 |         68 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-resource\CustomerResourceCreate.tsx                  | TypeScript JSX     |         73 |          0 |          8 |         81 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-resource\CustomerResourceCreate.vm.ts                | TypeScript         |         38 |          0 |          7 |         45 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-resource\CustomerResourceManage.tsx                  | TypeScript JSX     |        131 |          0 |         14 |        145 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-resource\CustomerResourceUpdate.tsx                  | TypeScript JSX     |         85 |          0 |          9 |         94 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-resource\CustomerResourceUpdate.vm.ts                | TypeScript         |         61 |          0 |          8 |         69 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-resource\index.ts                                    | TypeScript         |          4 |          0 |          2 |          6 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-status\CustomerStatusConfigs.ts                      | TypeScript         |         60 |          0 |          8 |         68 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-status\CustomerStatusCreate.tsx                      | TypeScript JSX     |         73 |          0 |          8 |         81 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-status\CustomerStatusCreate.vm.ts                    | TypeScript         |         38 |          0 |          7 |         45 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-status\CustomerStatusManage.tsx                      | TypeScript JSX     |        131 |          0 |         14 |        145 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-status\CustomerStatusUpdate.tsx                      | TypeScript JSX     |         85 |          0 |          9 |         94 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-status\CustomerStatusUpdate.vm.ts                    | TypeScript         |         61 |          0 |          8 |         69 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer-status\index.ts                                      | TypeScript         |          4 |          0 |          2 |          6 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer\CustomerConfigs.ts                                   | TypeScript         |        183 |          0 |          9 |        192 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer\CustomerCreate.tsx                                   | TypeScript JSX     |        177 |          0 |          8 |        185 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer\CustomerCreate.vm.ts                                 | TypeScript         |        143 |          0 |         10 |        153 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer\CustomerManage.tsx                                   | TypeScript JSX     |        211 |          0 |         14 |        225 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer\CustomerUpdate.tsx                                   | TypeScript JSX     |        189 |          0 |          9 |        198 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer\CustomerUpdate.vm.ts                                 | TypeScript         |        175 |          0 |         10 |        185 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\customer\index.ts                                             | TypeScript         |          4 |          0 |          2 |          6 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\department\DepartmentConfigs.ts                               | TypeScript         |         40 |          0 |          8 |         48 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\department\DepartmentCreate.tsx                               | TypeScript JSX     |         51 |          0 |          8 |         59 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\department\DepartmentCreate.vm.ts                             | TypeScript         |         39 |          0 |          7 |         46 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\department\DepartmentManage.tsx                               | TypeScript JSX     |        108 |          0 |         15 |        123 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\department\DepartmentUpdate.tsx                               | TypeScript JSX     |         63 |          0 |          9 |         72 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\department\DepartmentUpdate.vm.ts                             | TypeScript         |         59 |          0 |          8 |         67 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\department\index.ts                                           | TypeScript         |          4 |          0 |          2 |          6 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\destination\DestinationConfigs.ts                             | TypeScript         |         83 |          0 |          8 |         91 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\destination\DestinationCreate.tsx                             | TypeScript JSX     |         91 |          0 |          8 |         99 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\destination\DestinationCreate.vm.ts                           | TypeScript         |         73 |          0 |          8 |         81 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\destination\DestinationManage.tsx                             | TypeScript JSX     |        135 |          0 |         14 |        149 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\destination\DestinationUpdate.tsx                             | TypeScript JSX     |        103 |          0 |          9 |        112 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\destination\DestinationUpdate.vm.ts                           | TypeScript         |         97 |          0 |          8 |        105 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\destination\index.ts                                          | TypeScript         |          4 |          0 |          2 |          6 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\district\DistrictConfigs.ts                                   | TypeScript         |         58 |          0 |          8 |         66 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\district\DistrictCreate.tsx                                   | TypeScript JSX     |         59 |          0 |          8 |         67 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\district\DistrictCreate.vm.ts                                 | TypeScript         |         41 |          0 |          7 |         48 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\district\DistrictManage.tsx                                   | TypeScript JSX     |        121 |          0 |         12 |        133 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\district\DistrictUpdate.tsx                                   | TypeScript JSX     |         71 |          0 |          9 |         80 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\district\DistrictUpdate.vm.ts                                 | TypeScript         |         61 |          0 |          7 |         68 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\district\index.ts                                             | TypeScript         |          4 |          0 |          2 |          6 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\docket-reason\DocketReasonConfigs.ts                          | TypeScript         |         40 |          0 |          8 |         48 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\docket-reason\DocketReasonCreate.tsx                          | TypeScript JSX     |         51 |          0 |          8 |         59 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\docket-reason\DocketReasonCreate.vm.ts                        | TypeScript         |         35 |          0 |          7 |         42 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\docket-reason\DocketReasonManage.tsx                          | TypeScript JSX     |        105 |          0 |         14 |        119 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\docket-reason\DocketReasonUpdate.tsx                          | TypeScript JSX     |         63 |          0 |          9 |         72 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\docket-reason\DocketReasonUpdate.vm.ts                        | TypeScript         |         55 |          0 |          8 |         63 |
| e:\dowload 2\MyGameMPFE\mygamefe\src\pages\docket-reason\index.ts                                        | TypeScript         |          4 |          0 |          2 |          6 |
